
Initial pcm(0x7EC0) Step = (0) /cnt=25 / F8 FF 31 22 21 02 00 33 56 B8 00 75 87 87 77 00 77 A9 45 55 00 66 55 56 45
;ADPCM5   Step  PcmCode
   10   41      0x93F7
   1   40      0x943C
   10   40      0x9427
   12   39      0x93BE
 
Initial pcm(0x9340) Step = (39) /cnt=150 / FF 77 A8 76 99 FF 76 67 78 78 FF 78 78 46 25 07 23 11 53 A9 00 64 78 BB 45 00 54 66 66 55 00 56 55 43 23 FC 02 22 43 64 FF ED 33 44 54 FF 55 66 57 66 FF 56 45 34 01 03 00 20 65 98 00 55 98 67 78 00 98 55 45 54 00 36 14 32 13 FC 02 35 32 63 FF DA 44 33 34 FF 65 67 32 64 FF 37 33 00 33 40 43 96 23 20 08 44 14 79 EC 80 24 01 22 01 04 10 31 68 02 71 F0 CF 31 01 67 00 33 F2 12 3C 23 31 04 31 1C 03 87 31 48 87 65 43 25 21 C3 45 90 06 63 F0 60 37 41 12
;ADPCM5   Step  PcmCode
  17   39      0x9222
   17   38      0x9104
   18   38      0x8FDC
   1a   44      0x8E6F
   16   44      0x8CDF
   17   43      0x8B12
   19   43      0x88FD
   19   47      0x86E8
   16   47      0x84D2
   17   46      0x826A
   17   46      0x803B
   16   45      0x7E56
   18   45      0x7C14
   17   44      0x7A16
   18   44      0x780A
   17   43      0x763D
   18   43      0x7460
   17   42      0x72BC
   18   42      0x710B
   17   41      0x6F8D
   16   41      0x6E61
   14   40      0x6D91
   15   40      0x6CAA
   12   39      0x6C41
   13   39      0x6BBC
   12   38      0x6B5D
   11   38      0x6B2A
   1   37      0x6B5D
   3   37      0x6BCA
   5   36      0x6C76
   9   36      0x6D86
   a   42      0x6EB3
   4   42      0x6F98
   6   41      0x70E3
   8   41      0x726D
   7   40      0x73C7
   b   40      0x75AB
   b   48      0x778F
   5   48      0x7980
   4   47      0x7B17
   4   47      0x7C89
   5   46      0x7E4D
   6   46      0x8032
   6   45      0x8217
   6   45      0x83D1
   6   44      0x858B
   5   44      0x86DD
   5   43      0x882F
   6   43      0x899B
   5   42      0x8ACF
   5   42      0x8BE7
   5   41      0x8CFF
   3   41      0x8DA0
   4   40      0x8E70
   3   40      0x8F03
   2   39      0x8F6C
   2   39      0x8FCB
   0   38      0x8FDE
   12   38      0x8F88
   12   37      0x8F32
   13   37      0x8EC5
   14   36      0x8E38
   14   36      0x8DB7
   16   35      0x8CFD
   1d   35      0x8B9D
   1e   49      0x8A23
   13   49      0x88C8
   13   48      0x876D
   14   48      0x85D6
   14   47      0x843F
   14   47      0x82CD
   15   46      0x8109
   15   46      0x7F6F
   15   45      0x7DD5
   16   45      0x7C1B
   16   44      0x7A61
   17   44      0x7894
   15   43      0x7742
   16   43      0x75D6
   16   42      0x746A
   16   42      0x731F
   15   41      0x7207
   15   41      0x7109
   14   40      0x7039
   14   40      0x6F7C
   13   39      0x6EE9
   11   39      0x6EB0
   10   38      0x6E9D
   10   38      0x6E8C
   10   37      0x6E7B
   0   37      0x6E8A
   2   36      0x6ED8
   5   36      0x6F75
   6   35      0x702F
   8   35      0x710D
   9   39      0x7205
   5   39      0x72D7
   5   38      0x73A9
   8   38      0x74D1
   9   42      0x761B
   7   42      0x7799
   6   41      0x78E4
   8   41      0x7A6E
   7   40      0x7BC8
   8   40      0x7D2E
   9   44      0x7EBE
   5   44      0x8010
   5   43      0x8162
   5   43      0x8296
   4   42      0x8392
   4   42      0x8477
   5   41      0x858F
   6   41      0x86BB
   3   40      0x875C
   4   40      0x8819
   1   39      0x8858
   2   39      0x88B7
   3   38      0x893C
   3   38      0x89B4
   1   37      0x89E7
   2   37      0x8A35
   0   36      0x8A44
   15   36      0x89A7
   13   35      0x8944
   12   35      0x8903
   13   34      0x88A8
   13   34      0x8857
   16   33      0x87BE
   1a   33      0x86DC
   1d   45      0x85BA
   14   45      0x8488
   14   44      0x8356
   13   44      0x8280
   13   43      0x81AA
   14   43      0x80AE
   13   42      0x7FEA
   15   42      0x7ED2
   16   41      0x7D87
   17   41      0x7C2D
   16   40      0x7B01
   12   40      0x7A98
   13   39      0x7A05
   14   39      0x7959
   16   38      0x7861
   17   38      0x775E
   13   37      0x76E6
   13   37      0x7679
   13   36      0x760C
   10   36      0x75FE
   10   35      0x75F0
   13   35      0x7595
   13   34      0x753A
   3   34      0x758B
   4   33      0x75F5
   6   33      0x7680
   9   37      0x774C
   3   37      0x77B9
   2   36      0x7807
   10   36      0x77F9
   2   35      0x7840
   4   35      0x78B5
   4   34      0x792A
   4   34      0x7994
   11   33      0x7972
   9   33      0x7A3E
   7   32      0x7ADE
   c   32      0x7BD2
   e   46      0x7CED
   4   46      0x7E3D
   2   45      0x7EF7
   1   45      0x7F5D
   0   44      0x7F7F
   2   44      0x8018
   2   43      0x80B1
   1   43      0x8105
   10   42      0x80E9
   0   42      0x8102
   1   41      0x814E
   11   41      0x8109
   3   40      0x81AA
   8   40      0x8310
   6   39      0x8421
   2   39      0x8480
   0   38      0x8493
   10   38      0x8482
   f   54      0x869C
   f   54      0x904F
   c   64      0x9822
   11   64      0x95B4
   13   63      0x9007
   11   63      0x8DD0
   0   62      0x8E8D
   10   62      0x8DE2
   10   61      0x8D37
   13   61      0x88F3
   3   60      0x8D37
   2   60      0x8FFD
   1f   76      0x7ECB
   12   76      0x720D
   1   75      0x79B2
   3   75      0x89EA
   2   74      0x9580
   11   74      0x8F2F
   13   73      0x8071
   14   73      0x6F35
   10   72      0x6D4B
   1   72      0x7283
   3   71      0x7EB2
   3   71      0x89C6
   0   70      0x8B5B
   17   70      0x75C7
   18   72      0x5D51
   11   72      0x5819
   3   71      0x6448
   8   71      0x7F31
   4   70      0x8D70
   15   70      0x7D9D
   16   69      0x6AE9
   13   69      0x61C3
   4   68      0x6D88
   5   68      0x7A9B
   2   67      0x808C
   1   67      0x83C9
   12   66      0x7E62
   15   66      0x7393
   14   65      0x6ABB
   0   65      0x6B9F
   9   69      0x7C98
   6   69      0x8D98
   0   68      0x8EE6
   13   68      0x8695
   16   67      0x7721
   0   67      0x7835
   6   66      0x8642
   7   66      0x94FF
   3   65      0x9BDF
   11   65      0x9932
   14   64      0x9128
   12   64      0x8D1A
   11   63      0x8AAC
 
Initial pcm(0x8E40) Step = (63) /cnt=150 / 1C 47 A1 14 75 8E A3 04 41 41 C7 57 02 36 A9 71 01 24 30 01 70 41 07 14 60 0C 6A 51 00 B4 9E 13 34 40 05 C7 45 03 12 42 F7 65 12 61 CA 71 06 47 85 22 48 65 10 02 61 18 5B 21 34 AB 8E 20 23 32 11 C7 53 12 04 53 F3 07 03 94 57 8F 54 FC 60 50 61 04 64 32 40 40 01 44 01 00 38 74 21 13 10 3F 00 42 23 02 CF 25 24 01 96 7F A5 34 D6 61 8E 34 17 73 16 81 23 01 65 02 E3 33 B6 21 21 F9 20 00 21 13 3C 24 32 33 43 FF 53 55 05 F4 39 44 07 48 62 24 07 04 14 81
;ADPCM5   Step  PcmCode
  7   63      0x9953
   4   62      0x9FF8
   11   62      0x9DF6
   1a   68      0x8FDF
   14   68      0x852C
   1   67      0x88BC
   5   67      0x949F
   7   66      0xA4D5
   3   66      0xABB5
   1a   72      0x9712
   14   72      0x8767
   10   71      0x85AA
   1   71      0x8A69
   4   70      0x98A8
   1   70      0x9CF8
   14   69      0x9005
   17   69      0x7C68
   15   68      0x6E06
   12   68      0x6815
   0   67      0x6945
   6   67      0x7752
   3   66      0x7EE2
   19   66      0x6C36
   1a   72      0x5793
   11   72      0x525B
   0   71      0x5418
   4   71      0x6257
   2   70      0x6A41
   10   70      0x68D1
   13   69      0x5EC0
   11   69      0x5AD5
   0   68      0x5C23
   1   68      0x5FB3
   4   67      0x6A66
   7   67      0x7A9C
   0   66      0x7BB0
   14   66      0x72D8
   11   65      0x6FE6
   10   65      0x6F02
   6   64      0x7A9F
   a   64      0x8BAC
   6   63      0x9639
   11   63      0x9402
   15   62      0x8BE3
   0   62      0x8C8E
   0   61      0x8D39
   4   61      0x92B6
   b   69      0xA0BD
   3   69      0xA9E3
   11   68      0xA5F8
   14   68      0x9B45
   13   67      0x92F4
   10   67      0x91E0
   4   66      0x9B9A
   5   66      0xA669
   10   65      0xA56E
   15   65      0x9B9B
   14   64      0x9391
   13   64      0x8DE4
   0   63      0x8EB3
   2   63      0x9264
   1   62      0x949B
   12   62      0x9141
   14   61      0x8B38
   15   61      0x8483
   16   60      0x7C96
   12   60      0x79D0
   1   59      0x7B7A
   11   59      0x79F7
   16   58      0x7369
   1a   58      0x69C9
   1c   68      0x5E53
   16   68      0x4EDF
   0   67      0x500F
   7   67      0x6045
   4   66      0x69FF
   15   66      0x5F30
   18   68      0x4E7B
   12   68      0x488A
   2   67      0x4E7B
   5   67      0x5A5E
   6   66      0x686B
   0   66      0x6966
   11   65      0x6674
   2   65      0x6AEB
   0   64      0x6BCF
   11   64      0x6961
   6   63      0x73EE
   b   63      0x84E9
   5   62      0x8D08
   1   62      0x8F0A
   12   61      0x8BB0
   14   61      0x8633
   3   60      0x8A77
   b   60      0x9739
   a   66      0xA2DF
   0   66      0xA3DA
   12   65      0x9EF1
   13   65      0x98B1
   12   64      0x943A
   2   64      0x9848
   3   63      0x9DF5
   1   63      0xA02C
   11   62      0x9DF5
   13   62      0x9944
   15   61      0x91E4
   12   61      0x8ED8
   1   60      0x90AC
   4   60      0x95AA
   0   59      0x9638
   13   59      0x92B1
   15   58      0x8D25
   17   58      0x8646
   10   57      0x85D1
   3   57      0x88BA
   0   56      0x8924
   14   56      0x85BB
   19   60      0x7E88
   17   60      0x7636
   15   59      0x701C
   14   59      0x6B92
   15   58      0x6606
   1c   58      0x5A90
   1f   74      0x4C5B
   0   74      0x4E76
   6   73      0x69D9
   0   73      0x6BC3
   15   72      0x56B3
   14   72      0x4708
   0   71      0x48C5
   4   71      0x5704
   6   70      0x6B98
   2   70      0x72C9
   13   69      0x68B8
   10   69      0x676A
   4   68      0x732F
   1   68      0x76BF
   0   67      0x77EF
   4   67      0x81A9
   4   66      0x8B63
   1   66      0x8E55
   0   65      0x8F50
   10   65      0x8E6C
   0   64      0x8F50
   4   64      0x969E
   7   63      0xA2CA
   1   63      0xA501
   12   62      0xA150
   13   62      0x9C9F
   11   61      0x9A9D
   0   61      0x9B39
   1   60      0x9D0D
   10   60      0x9C7F
   10   59      0x9BF1
   12   59      0x996C
   14   58      0x94E2
   13   58      0x91AE
   12   57      0x8F64
   2   57      0x9178
   0   56      0x91E2
   15   56      0x8DB7
   12   55      0x8BD2
   14   55      0x88B9
   12   54      0x8701
   1   54      0x87F1
   0   53      0x8841
   16   53      0x848F
   19   57      0x7F28
   15   57      0x7A94
   1a   63      0x71D5
   14   63      0x6B30
   13   62      0x6605
   16   62      0x5D4D
   1d   74      0x4B30
   11   74      0x44DF
   6   73      0x6042
   4   73      0x717E
   13   72      0x6417
   17   72      0x49FA
   11   71      0x44C2
   3   71      0x4FD6
   7   70      0x6794
   6   70      0x7A48
   11   69      0x75F8
   13   69      0x6CD2
   2   68      0x735B
   1   68      0x76EB
   0   67      0x781B
   5   67      0x83FE
   6   66      0x920B
   2   66      0x96F4
   10   65      0x95F9
   13   65      0x8FB9
   13   64      0x8979
   6   64      0x9406
   b   72      0xA6B2
   1   72      0xABEA
   12   71      0xA336
   11   71      0x9E77
   12   70      0x968D
   10   70      0x951D
   2   69      0x9C4E
   0   69      0x9D9C
   10   68      0x9C4E
   11   68      0x98BE
   12   67      0x92CD
   13   67      0x8B3D
   11   66      0x8800
   4   66      0x90D8
   2   65      0x95C1
   12   65      0x914A
   13   64      0x8B0A
   13   64      0x855D
   13   63      0x7FB0
   3   63      0x84DB
   4   62      0x8B80
   13   62      0x86CF
   15   61      0x7F6F
   15   61      0x78BA
   15   60      0x7205
   15   60      0x6BEB
   10   59      0x6B5D
   14   59      0x66D3
   1f   75      0x5731
   14   75      0x4256
   4   74      0x5731
   7   74      0x76CA
   10   73      0x74AF
   18   73      0x5420
   14   72      0x42E4
   2   72      0x4B98
   6   71      0x623A
   7   71      0x79F8
   0   70      0x7B8D
   14   70      0x6E9A
   0   69      0x700A
   4   69      0x7BCF
   11   68      0x77E4
   1   68      0x7B74
   8   70      0x8FAB
 
Initial pcm(0x9EC0) Step = (70) /cnt=150 / C6 40 45 2B 47 CC 01 02 01 92 79 43 16 15 20 3E 21 13 97 00 E7 E8 51 24 17 98 54 24 22 22 38 73 13 47 B8 36 30 02 00 00 C6 30 04 25 31 F1 01 03 02 83 3D 22 51 8F FF C7 31 11 33 11 C4 11 11 14 31 71 31 06 35 00 38 00 00 44 70 8E 44 14 50 42 EF 31 4A 08 FD 31 47 0B 69 52 24 28 04 13 81 8C 05 66 A4 32 CF 04 00 01 20 F3 15 66 42 02 6C 44 22 80 25 9E 42 F9 32 16 43 25 40 14 11 E3 10 72 15 37 78 85 51 23 01 1C 12 41 07 59 CF 24 21 54 20 E7 94 33 62 EA
;ADPCM5   Step  PcmCode
  0   70      0xA030
   14   69      0x933D
   15   69      0x84DB
   4   68      0x90A0
   b   68      0xABF8
   2   67      0xB1E9
   17   67      0xA1B3
   14   66      0x97F9
   1   66      0x9AEB
   0   65      0x9BE6
   12   65      0x976F
   10   64      0x968B
   1   64      0x98F9
   0   63      0x99C8
   12   63      0x9617
   19   67      0x8810
   13   67      0x8080
   4   66      0x8A3A
   6   66      0x9700
   11   65      0x940E
   15   65      0x8A3B
   11   64      0x878E
   10   64      0x86BF
   2   63      0x8ACD
   1   63      0x8D04
   12   62      0x8953
   13   62      0x84A2
   11   61      0x82A0
   17   61      0x797B
   19   65      0x6DE4
   0   65      0x6EC8
   0   64      0x6FAC
   18   64      0x61DE
   1e   78      0x4A52
   11   78      0x4112
   5   77      0x62FF
   4   77      0x7C3B
   12   76      0x6E37
   17   76      0x47FB
   11   75      0x4056
   4   75      0x5531
   5   74      0x6EAE
   4   74      0x81A4
   12   73      0x771C
   12   73      0x6D89
   2   72      0x771C
   2   72      0x7FD0
   12   71      0x771C
   3   71      0x8230
   7   70      0x99EE
   3   70      0xA3FF
   11   69      0x9FAF
   17   69      0x8C12
   14   68      0x804D
   8   68      0x9484
   b   76      0xAFDC
   0   76      0xB268
   13   75      0xA091
   12   75      0x94FB
   0   74      0x974C
   10   74      0x9531
   10   73      0x9316
   0   73      0x9500
   0   72      0x96EA
   0   72      0x98A7
   13   71      0x8C78
   14   71      0x7E39
   0   70      0x7FCE
   5   70      0x8FA1
   2   69      0x96D2
   11   69      0x92E7
   13   68      0x89C1
   11   68      0x8631
   0   67      0x8761
   3   67      0x8EF1
   0   66      0x9005
   12   66      0x8B1C
   10   65      0x8A21
   13   65      0x83E1
   18   67      0x74B1
   12   67      0x6F4A
   2   66      0x74B1
   11   66      0x71BF
   15   65      0x66F0
   1f   65      0x4B3E
   18   67      0x3C0E
   f   67      0x5D90
   f   83      0x7F12
   11   83      0x702C
   13   82      0x4D67
   11   82      0x3FDB
   1   81      0x4D67
   3   81      0x6A24
   3   80      0x86E1
   11   80      0x7BAF
   11   79      0x707D
   1   79      0x7AAA
   1   78      0x84D7
   11   78      0x7B97
   1   77      0x84D7
   4   77      0x9E13
   1   76      0xA67B
   11   76      0x9ED6
   13   75      0x8CFF
   11   75      0x860C
   3   74      0x9644
   6   74      0xB1A7
   0   73      0xB3C2
   15   73      0x9EB2
   13   72      0x914B
   10   72      0x8F8E
   0   71      0x914B
   0   71      0x92E0
   0   70      0x9475
   0   70      0x95E5
   10   69      0x9475
   14   69      0x88B0
   14   68      0x7CEB
   0   68      0x7E1B
   7   67      0x8FEF
   4   67      0x99A9
   14   66      0x8FEF
   14   66      0x8717
   11   65      0x8425
   0   65      0x8509
   5   64      0x8EDC
   2   64      0x92EA
   14   63      0x8B9C
   11   63      0x8965
   13   62      0x843A
   1a   62      0x7623
   14   61      0x701A
   8   61      0x7A79
   10   60      0x79DD
   1d   60      0x6AE3
   1f   76      0x59B1
   17   76      0x3375
   4   75      0x4A66
   b   75      0x7FB3
   0   74      0x8204
   19   74      0x59FD
   16   73      0x3E9A
   2   73      0x482D
   5   72      0x5D3D
   8   72      0x7AD6
   2   71      0x838A
   14   71      0x754B
   0   70      0x76E0
   3   70      0x80F1
   11   69      0x7CA1
   1   69      0x808C
   8   71      0x96C8
   5   71      0xA831
   0   70      0xA9C6
   16   70      0x9712
   16   69      0x845E
   4   69      0x9023
   a   75      0xAB9A
   2   75      0xB730
   13   74      0xA6F8
   14   74      0x9402
   10   73      0x91E7
   10   73      0x8FFD
   10   72      0x8E13
   1   72      0x934B
   0   71      0x9508
   10   71      0x9373
   12   70      0x8B89
   15   70      0x7BB6
   11   69      0x7766
   6   69      0x8866
   6   68      0x9966
   12   68      0x9375
   14   67      0x88C2
   12   67      0x835B
   10   66      0x8247
   4   66      0x8B1F
   4   65      0x93F7
   12   65      0x8F80
   12   64      0x8B09
   0   64      0x8BD8
   18   66      0x7E0A
   15   66      0x733B
   2   65      0x7824
   2   65      0x7C9B
   14   64      0x7491
   19   64      0x6524
   1f   80      0x4BF9
   12   80      0x3950
   3   79      0x5370
   6   79      0x7F8B
   11   78      0x755E
   15   78      0x5371
   12   77      0x4406
   0   77      0x46D3
   4   76      0x600F
   4   76      0x7700
   1   75      0x7EA5
   11   75      0x77B2
   1   74      0x7EA5
   10   74      0x7C8A
   11   73      0x7639
   2   73      0x7FCC
   7   72      0x9C85
   5   72      0xAFAB
   11   71      0xAA73
   17   71      0x92B5
   13   70      0x87A1
   5   70      0x9774
   8   72      0xAFEA
   1   72      0xB522
   15   71      0xA1FC
   13   71      0x96E8
   12   70      0x8EFE
   11   70      0x8AAE
   0   69      0x8C1E
   2   69      0x92A7
   1   68      0x9692
   11   68      0x9302
   14   67      0x884F
   17   67      0x7819
   0   66      0x792D
   9   66      0x8BD9
   5   65      0x96A8
   14   65      0x8E9E
   12   64      0x8A27
   11   64      0x87B9
   12   63      0x83AB
   4   63      0x8A50
   5   62      0x926F
   10   62      0x91C4
   12   61      0x8E6A
   14   61      0x88ED
   19   65      0x7D56
   13   65      0x7716
   3   64      0x7D56
   2   64      0x8164
   16   63      0x76D7
   1a   63      0x6756
   1e   77      0x51ED
 
Initial pcm(0x40C0) Step = (77) /cnt=150 / 18 62 40 05 63 12 23 10 00 77 C6 50 26 69 84 E7 22 20 20 41 71 44 17 21 14 3C 17 43 67 10 9F C4 A7 74 48 67 18 50 0E 95 E2 42 93 03 34 FC 64 41 03 20 19 00 20 06 37 CF 03 00 25 04 F6 81 04 40 C4 F3 55 92 30 11 08 71 03 01 83 02 02 11 00 10 CE 30 35 01 66 18 11 01 06 2C F9 29 17 02 05 FF A6 20 D8 45 3C 77 64 03 9A 8D 00 10 A6 11 F3 02 34 00 23 33 01 12 66 20 0C 04 16 25 20 DF 00 21 20 63 3F 88 62 FF 33 CF 22 02 47 02 88 34 02 74 40 B9 40 08 3C 02
;ADPCM5   Step  PcmCode
  2   77      0x4EC4
   6   76      0x7337
   0   76      0x75C3
   14   75      0x5ED2
   15   75      0x4555
   0   74      0x47A6
   3   74      0x5664
   6   73      0x71C7
   3   73      0x7F2E
   12   72      0x759B
   0   72      0x7758
   1   71      0x7C90
   10   71      0x7AFB
   0   70      0x7C90
   7   70      0x9224
   7   69      0xA7B8
   0   69      0xA906
   15   68      0x9AA4
   16   68      0x8B30
   2   67      0x9121
   9   67      0xA5AA
   6   66      0xB3B7
   14   66      0xAADF
   18   68      0x9A2A
   12   68      0x9439
   12   67      0x8E48
   10   67      0x8D34
   2   66      0x929B
   0   66      0x9396
   12   65      0x8EAD
   11   65      0x8C00
   14   64      0x83F6
   14   64      0x7CA8
   4   63      0x83F6
   7   63      0x8F09
   1   62      0x9140
   11   62      0x8F3E
   12   61      0x8BE4
   14   61      0x8667
   1   60      0x883B
   7   60      0x908D
   1   59      0x9237
   13   59      0x8EB0
   14   58      0x8A26
   17   58      0x8347
   16   57      0x7D52
   0   57      0x7DBC
   1   56      0x7EFB
   14   56      0x7B92
   1c   66      0x7219
   17   66      0x635C
   1a   72      0x4EB9
   14   72      0x3F0E
   7   71      0x592B
   8   71      0x7414
   14   70      0x65D5
   18   70      0x4D5F
   11   69      0x490F
   10   69      0x47C1
   5   68      0x5623
   e   68      0x789E
   10   67      0x776E
   15   67      0x6B8B
   9   71      0x8014
   2   71      0x87FE
   14   70      0x79BF
   3   70      0x83D0
   9   74      0x9F26
   3   74      0xADE4
   10   73      0xABC9
   14   73      0x9A8D
   13   72      0x8D26
   4   72      0x9CD1
   6   71      0xB373
   11   71      0xAEB4
   14   70      0xA075
   13   70      0x9664
   10   69      0x94F4
   10   69      0x93A6
   12   68      0x8D1D
   10   68      0x8BED
   0   67      0x8D1D
   0   67      0x8E31
   12   66      0x88CA
   16   66      0x7C04
   0   65      0x7CFF
   7   65      0x8A65
   3   64      0x90A5
   13   64      0x8AF8
   10   63      0x8A29
   10   63      0x896C
   10   62      0x88AF
   5   62      0x900F
   2   61      0x9369
   14   61      0x8DEC
   10   60      0x8D50
   1   60      0x8EFA
   18   62      0x858C
   14   62      0x7F83
   0   61      0x802E
   10   61      0x7F92
   14   60      0x7A15
   14   60      0x7517
   1c   70      0x6739
   15   70      0x5766
   15   69      0x4793
   2   69      0x4E1C
   9   73      0x66F5
   10   73      0x650B
   13   72      0x57A4
   11   72      0x526C
   11   71      0x4D34
   1   71      0x51F3
   7   70      0x69B1
   3   70      0x73C2
   10   69      0x7252
   1   69      0x763D
   0   68      0x778B
   3   68      0x7FDC
   8   70      0x9413
   2   70      0x9B44
   10   69      0x99D4
   1   69      0x9DBF
   1   68      0xA1AA
   0   68      0xA2DA
   0   67      0xA40A
   0   67      0xA51E
   1   66      0xA85B
   0   66      0xA956
   13   65      0xA276
   15   65      0x98A3
   13   64      0x9263
   1   64      0x94D1
   0   63      0x95A0
   16   63      0x8C07
   16   62      0x826E
   1   62      0x8470
   1   61      0x8672
   1   61      0x8846
   10   60      0x87AA
   16   60      0x8074
   0   59      0x8102
   c   59      0x8D9E
   2   58      0x9023
   19   58      0x876E
   2   57      0x89B8
   7   57      0x8FF6
   11   56      0x8EB7
   12   56      0x8CD2
   10   55      0x8C71
   15   55      0x88A8
   10   54      0x8850
   16   54      0x843F
   1a   60      0x7DAD
   10   60      0x7D1F
   12   59      0x7A59
   18   59      0x71C6
   1d   71      0x6428
   15   71      0x52BF
   14   70      0x4480
   7   70      0x5A14
   7   69      0x6FA8
   14   69      0x63E3
   16   68      0x52E3
   13   68      0x4A92
   10   67      0x4962
   a   67      0x6015
   9   71      0x749E
   10   71      0x7309
   0   70      0x749E
   10   70      0x732E
   11   69      0x6EDE
   6   69      0x7FDE
   a   75      0x9B55
   1   75      0xA248
   11   74      0x9B55
   12   74      0x90CD
   10   73      0x8EB2
   4   73      0x9FEE
   3   72      0xAD55
   10   72      0xAB98
   10   71      0xA9DB
   13   71      0x9EC7
   12   70      0x96DD
   11   70      0x928D
   10   69      0x911D
   2   69      0x97A6
   1   68      0x9B91
   16   68      0x8C1D
   16   67      0x7CA9
   0   67      0x7DBD
   2   66      0x8324
   4   66      0x8BFC
   0   65      0x8CF7
   16   65      0x815A
   11   64      0x7EAD
   5   64      0x879A
   2   63      0x8BA8
   0   63      0x8C65
   2   62      0x9016
   10   62      0x8F6B
   10   61      0x8EC0
   11   61      0x8CEC
   12   60      0x89E0
   10   60      0x8952
   2   59      0x8C18
   13   59      0x8891
   16   58      0x8203
   18   58      0x7A38
   18   60      0x726D
   12   60      0x6FA7
   16   59      0x6871
   1f   59      0x58CF
   1f   75      0x492D
   3   75      0x5965
   3   74      0x699D
   12   74      0x5F15
   12   73      0x548D
   12   73      0x4AFA
   10   72      0x4910
   7   72      0x632D
   4   71      0x72D8
   12   71      0x6AEE
   10   70      0x6959
   4   70      0x764C
   3   69      0x805D
   2   69      0x86E6
   10   68      0x8598
   4   68      0x904B
   7   67      0xA21F
   0   67      0xA333
   14   66      0x9979
   10   66      0x987E
   4   65      0xA156
   8   65      0xB086
   10   64      0xAFA2
   1c   64      0x9B55
   13   63      0x95A8
   2   63      0x9959
   10   62      0x989C
 
Initial pcm(0x94C0) Step = (62) /cnt=150 / 1B 43 22 19 03 26 11 81 23 20 F7 32 02 A2 35 C7 C8 17 0A 28 11 10 3C 23 28 60 73 26 20 C1 DE 32 13 00 31 CC 00 23 20 20 B0 20 23 14 14 FF 03 53 52 EB F3 46 56 32 25 18 C8 00 00 43 8C 02 11 40 05 E7 45 31 33 24 71 03 04 32 12 1C 46 72 23 22 FF 93 26 21 F9 79 33 13 03 30 00 04 20 10 56 C6 32 11 58 62 F1 03 01 32 43 39 40 62 07 43 AE 41 05 21 20 FB 8F 10 FE 57 3C 4A 18 50 6B 89 63 11 DA 01 61 11 13 00 11 7B 10 01 11 12 CE 32 05 02 22 DF 01 20 20 62
;ADPCM5   Step  PcmCode
  13   62      0x900F
   14   61      0x8A06
   2   61      0x8D12
   12   60      0x8A06
   19   60      0x7F7C
   1   59      0x8126
   3   59      0x84AD
   0   58      0x852E
   1   58      0x868D
   11   57      0x852E
   11   57      0x83EF
   8   59      0x8B04
   3   59      0x8E8B
   12   58      0x8C06
   0   58      0x8C7B
   2   57      0x8EC5
   12   57      0x8CB1
   13   56      0x89C8
   12   56      0x87E3
   0   55      0x8844
   12   55      0x868C
   1a   61      0x7F51
   15   61      0x789C
   13   60      0x7458
   18   60      0x6AEA
   1c   70      0x5D0C
   17   70      0x4778
   1   69      0x4BC8
   a   69      0x673F
   0   68      0x688D
   18   68      0x5456
   12   67      0x4E65
   10   67      0x4D51
   1   66      0x508E
   c   66      0x6920
   3   65      0x7000
   13   65      0x69C0
   2   64      0x6E37
   8   64      0x7C05
   2   63      0x8013
   3   63      0x853E
   7   62      0x9051
   6   62      0x9909
   2   61      0x9C63
   0   61      0x9CFF
   12   60      0x99F3
   11   60      0x9849
   c   70      0xA627
   2   70      0xAD58
   13   69      0xA347
   13   69      0x9A21
   11   68      0x9636
   10   68      0x9506
   0   67      0x9636
   11   67      0x92F9
   13   66      0x8B69
   0   66      0x8C64
   0   65      0x8D5F
   13   65      0x871F
   12   64      0x82A8
   0   64      0x8377
   2   63      0x8785
   10   63      0x86C8
   12   62      0x8317
   0   62      0x83C2
   2   61      0x871C
   3   61      0x8B60
   2   60      0x8E6C
   14   60      0x896E
   11   59      0x87C4
   4   59      0x8C4E
   11   58      0x8ACB
   13   58      0x8797
   10   57      0x8722
   13   57      0x8439
   15   56      0x7FA5
   12   56      0x7DC0
   15   55      0x7995
   1b   55      0x71AA
   1e   69      0x67AE
   16   69      0x56AE
   14   68      0x4AE9
   6   68      0x5A5D
   5   67      0x6770
   12   67      0x6209
   13   66      0x5A79
   15   66      0x4FAA
   12   65      0x4AC1
   8   65      0x59F1
   c   75      0x7047
   0   75      0x7298
   10   74      0x7047
   10   74      0x6E2C
   0   73      0x7047
   3   73      0x7DAE
   4   72      0x8EEA
   2   72      0x979E
   0   71      0x995B
   11   71      0x949C
   11   70      0x8FDD
   0   70      0x914D
   4   69      0x9E40
   5   69      0xACA2
   10   68      0xAB54
   15   68      0x9E41
   14   67      0x938E
   11   67      0x9051
   3   66      0x97E1
   3   66      0x9EC1
   13   65      0x97E1
   14   65      0x8FD7
   12   64      0x8B60
   13   64      0x85B3
   0   63      0x8682
   4   63      0x8D27
   0   62      0x8DE4
   12   62      0x8A8A
   13   61      0x85D9
   12   61      0x82CD
   1   60      0x84A1
   6   60      0x8BD7
   4   59      0x90D5
   12   59      0x8E50
   17   58      0x86C0
   13   58      0x838C
   2   57      0x85D6
   2   57      0x87EA
   2   56      0x89FE
   13   56      0x8757
   19   60      0x8024
   16   60      0x78EE
   12   59      0x7628
   11   59      0x74A5
   12   58      0x7220
   19   58      0x696B
   1f   74      0x5B36
