
Initial pcm(0x7EC0) Step = (0) /cnt=25 / F8 FF 31 22 21 02 00 33 56 B8 00 75 87 87 77 00 77 A9 45 55 00 66 55 56 45
;ADPCM5   Step  PcmCode
   12   54      0x73D0
   1   54      0x74C0
   3   53      0x76F0
   5   53      0x7A10
   4   52      0x7C9F
   2   52      0x7DEA
   10   51      0x7DA8
   1   51      0x7E5C
   7   50      0x81E1
   e   50      0x8814
   f   66      0x8EB4
   3   66      0x9594
   1   65      0x9886
   0   65      0x996A
   12   64      0x94F3
   14   64      0x8DA5
   14   63      0x8657
   14   63      0x7FB2
   11   62      0x7D7B
   2   62      0x80D5
   4   61      0x86DE
   4   61      0x8C5B
   4   60      0x91D8
   2   60      0x949E
   1   59      0x9648
   11   59      0x94C5
   12   58      0x9240
   12   58      0x8FF6
   10   57      0x8F81
   10   57      0x8F17
   10   56      0x8EAD
   11   56      0x8D8A
   12   55      0x8BA5
   14   55      0x888C
   15   54      0x84C3
   15   54      0x8152
   12   53      0x7FC2
   0   53      0x800A
   3   52      0x8206
   5   52      0x84DE
   2   51      0x8629
   11   51      0x8575
   14   50      0x8358
   18   50      0x7FB6
   1c   60      0x7A5E
   15   60      0x7444
   14   59      0x6F46
   14   59      0x6ABC
   14   58      0x6632
   15   58      0x6128
   18   60      0x595D
   15   60      0x5343
   12   59      0x507D
   3   59      0x5404
   a   65      0x5E9B
   8   65      0x6DCB
   8   67      0x7CFB
   4   67      0x86B5
   1   66      0x89F2
   12   66      0x8509
   14   65      0x7C31
   15   65      0x725E
   14   64      0x6A54
   11   64      0x67E6
   0   63      0x68B5
   2   63      0x6C66
   2   62      0x7017
   1   62      0x7219
   10   61      0x716E
   12   61      0x6E62
   12   60      0x6B56
   11   60      0x69AC
   3   59      0x6D8E
   6   59      0x741C
   9   63      0x7DB1
   6   63      0x874A
   4   62      0x8DEF
   2   62      0x9149
   11   61      0x8F47
   14   61      0x89CA
   15   60      0x8315
   14   60      0x7E17
   10   59      0x7D89
   2   59      0x800E
   4   58      0x8498
   6   58      0x8A8D
   3   57      0x8DC1
   1   57      0x8F00
   12   56      0x8CEC
   15   56      0x88C1
   16   55      0x83D4
   13   55      0x816C
   0   54      0x81C4
   2   54      0x8354
   4   53      0x8625
   4   53      0x88B4
   2   52      0x8A1F
   12   52      0x88D4
   16   51      0x8577
   18   51      0x8178
   15   50      0x7EE3
   10   50      0x7EAD
   3   49      0x802B
   6   49      0x82B1
   9   53      0x8661
 
Initial pcm(0x88C0) Step = (53) /cnt=150 / 7E 40 86 36 12 00 22 12 52 B9 F8 55 02 54 46 81 11 76 26 02 FF 10 11 42 A7 CF 44 12 11 20 FF 74 CB 54 85 07 56 52 BA 34 1E 10 24 00 12 1E 01 31 02 64 F0 89 26 21 12 E0 42 45 22 55 C3 13 42 36 40 0F 56 15 41 15 3F A5 87 25 21 00 24 11 41 A6 F0 46 02 22 13 C0 31 45 24 00 FD 01 21 43 B8 FF 45 13 22 65 FF B9 55 77 BA 03 24 30 45 03 07 22 11 54 14 0F 31 35 60 CA 10 44 02 00 32 F0 45 04 30 12 E0 20 33 02 42 C3 13 10 01 62 1F A9 35 01 12 02 10 10 64 88
;ADPCM5   Step  PcmCode
  0   53      0x8908
   14   52      0x8679
   16   52      0x831C
   18   54      0x7EB6
   16   54      0x7AA5
   13   53      0x7875
   12   53      0x770A
   1   52      0x77E3
   2   52      0x792E
   2   51      0x7A79
   2   51      0x7BA5
   1   50      0x7C59
   2   50      0x7D6A
   5   49      0x7FC3
   9   49      0x8373
   b   57      0x87EA
   5   57      0x8C7E
   5   56      0x9112
   2   56      0x92F7
   10   55      0x9296
   14   55      0x8F7D
   15   54      0x8BB4
   16   54      0x87A3
   14   53      0x84D2
   11   53      0x83F9
   1   52      0x84D2
   6   52      0x882F
   7   51      0x8C10
   6   51      0x8F1D
   2   50      0x9049
   2   50      0x915A
   10   49      0x9124
   10   49      0x90F3
   11   48      0x905F
   11   48      0x8FD8
   11   47      0x8F51
   12   47      0x8E84
   14   46      0x8D12
   17   46      0x8AE3
   1a   52      0x87D3
   14   52      0x857F
   14   51      0x832B
   12   51      0x81FF
   11   50      0x814B
   1   50      0x81EE
   1   49      0x8291
   10   49      0x8260
   12   48      0x8168
   14   48      0x7FD1
   17   47      0x7D2B
   1b   47      0x797A
   1c   57      0x7576
   14   57      0x71B7
   15   56      0x6D23
   15   56      0x68F8
   18   58      0x6287
   16   58      0x5C92
   15   57      0x5788
   12   57      0x5574
   5   56      0x5A08
   a   56      0x61FD
   b   64      0x6AB4
   4   64      0x7202
   3   63      0x77AF
   0   63      0x786C
   11   62      0x7635
   14   62      0x702C
   12   61      0x6CD2
   10   61      0x6C36
   0   60      0x6CD2
   2   60      0x6F98
   1   59      0x7142
   1   59      0x72C5
   10   58      0x7244
   11   58      0x70E5
   13   57      0x6DB1
   12   57      0x6B9D
   0   56      0x6C07
   4   56      0x6F70
   6   55      0x745D
   9   55      0x7AE8
   8   57      0x80C3
   6   57      0x862C
   2   56      0x8840
   11   56      0x871D
   12   55      0x8538
   12   55      0x8380
   11   54      0x8278
   2   54      0x8408
   4   53      0x86D9
   5   53      0x89F9
   4   52      0x8C88
   2   52      0x8DD3
   12   51      0x8C88
   15   51      0x89F3
   15   50      0x875E
   13   50      0x85E0
   11   49      0x853D
   2   49      0x8635
   4   48      0x87F4
   6   48      0x8A40
   3   47      0x8B7C
   10   47      0x8B53
   14   46      0x89E1
   16   46      0x87FC
   15   45      0x8662
   15   45      0x84EC
   11   44      0x8486
   1   44      0x84E1
   4   43      0x85F6
   5   43      0x872A
   1   42      0x877E
   15   42      0x8666
   1a   48      0x844F
   17   48      0x81A9
   18   50      0x7EA8
   15   50      0x7C4F
   12   49      0x7B3E
   1   49      0x7BD2
   2   48      0x7CCA
   4   48      0x7E61
   2   47      0x7F43
   1   47      0x7FBE
   1   46      0x8039
   1   46      0x80A8
   4   45      0x81F8
   6   45      0x83B2
   a   51      0x867C
   6   51      0x8989
   4   50      0x8BA6
   2   50      0x8CB7
   0   49      0x8CED
   12   49      0x8BF5
   12   48      0x8AFD
   13   48      0x89C1
   11   47      0x893A
   1   47      0x89B5
   3   46      0x8AD4
   5   46      0x8C6E
   4   45      0x8DBE
   4   45      0x8EF0
   2   44      0x8F9A
   10   44      0x8F7C
   10   43      0x8F5E
   11   43      0x8F0A
   0   42      0x8F26
   11   42      0x8EDA
   12   41      0x8E5B
   13   41      0x8DBA
   14   40      0x8CEA
   18   40      0x8B84
   1b   48      0x89A0
   15   48      0x87AF
   14   47      0x8618
   13   47      0x84F9
   11   46      0x847E
   12   46      0x83C4
   12   45      0x830A
   15   45      0x8194
   16   44      0x7FDA
   19   44      0x7D91
   1b   52      0x7ACD
   15   52      0x77F5
   15   51      0x751D
   17   51      0x7198
   17   50      0x6E13
   1a   50      0x6996
   1b   58      0x64AC
   14   58      0x608C
   12   57      0x5E42
   0   57      0x5EAC
   3   56      0x6195
   5   56      0x65C0
   4   55      0x6929
   3   55      0x6B91
   0   54      0x6BE9
   12   54      0x6A59
   12   53      0x68C9
   11   53      0x67F0
   1   52      0x68C9
   4   52      0x6B1D
   5   51      0x6DF5
   4   51      0x7012
   1   50      0x70C6
   11   50      0x7023
   13   49      0x6EA5
   15   49      0x6C83
   13   48      0x6B28
   0   48      0x6B55
   6   47      0x6DA1
   a   47      0x7100
   c   57      0x7504
   4   57      0x78C3
   4   56      0x7C82
   2   56      0x7E67
   0   55      0x7EC8
   10   55      0x7E70
   0   54      0x7EC8
   2   54      0x8058
   3   53      0x8288
   5   53      0x85A8
   4   52      0x8837
   4   52      0x8A8B
   0   51      0x8ACD
   10   51      0x8A91
   13   50      0x88ED
   12   50      0x87DC
   11   49      0x8739
   0   49      0x876A
   2   48      0x8862
   3   48      0x899E
   3   47      0x8ADA
   2   47      0x8BA7
   10   46      0x8B7E
   12   46      0x8AC4
   14   45      0x8974
   13   45      0x8886
   11   44      0x8820
   0   44      0x883E
   1   43      0x8899
   1   43      0x88ED
   0   42      0x8909
   12   42      0x888A
   16   41      0x873F
   19   41      0x8587
   1a   47      0x83A1
   15   47      0x81DD
   13   46      0x80BE
   11   46      0x804F
   0   45      0x8074
   2   45      0x811E
   1   44      0x8184
   0   44      0x81A2
   11   43      0x8147
   0   43      0x8163
   1   42      0x81B7
   4   42      0x829C
   6   41      0x83E7
   8   41      0x8571
   8   43      0x86FB
 
Initial pcm(0x8840) Step = (43) /cnt=150 / 18 25 00 10 43 A0 66 35 00 10 FF 52 96 A8 45 FF 44 55 98 88 FF 87 76 A9 34 E1 10 22 01 01 80 21 33 03 00 00 10 63 98 66 00 56 66 87 66 00 23 10 11 43 F8 13 01 01 01 FF 01 63 A8 66 87 25 01 00 10 01 20 63 96 46 04 12 00 62 C9 F8 13 10 22 23 FF 22 54 97 76 FF 65 86 B8 76 3F 99 35 02 00 0F 10 00 31 34 0C 12 10 10 63 00 88 78 88 67 00 98 55 23 11 00 32 54 24 11 E0 11 12 00 64 7F A8 35 13 00 3E 00 20 00 22 00 12 01 22 44 C0 66 58 13 51 FF 87 77 C8 65
;ADPCM5   Step  PcmCode
  5   43      0x8974
   2   42      0x8A00
   0   42      0x8A19
   10   41      0x8A00
   10   41      0x89E9
   1   40      0x8A2E
   3   40      0x8AC1
   4   39      0x8B7E
   6   39      0x8C76
   6   38      0x8D6E
   5   38      0x8E2C
   3   37      0x8EA4
   0   37      0x8EB3
   10   36      0x8EA4
   0   36      0x8EB2
   11   35      0x8E88
   12   35      0x8E47
   15   34      0x8DB8
   16   34      0x8D1F
   19   38      0x8C3F
   18   38      0x8B17
   1a   44      0x89AA
   15   44      0x8858
   14   43      0x8743
   14   43      0x8647
   14   42      0x854B
   15   42      0x8433
   15   41      0x831B
   18   41      0x8191
   19   45      0x7FD9
   18   45      0x7D97
   18   47      0x7B55
   17   47      0x78ED
   18   49      0x7632
   16   49      0x73AC
   17   48      0x70C3
   19   48      0x6D68
   1a   54      0x69B2
   14   54      0x66E1
   13   53      0x64B1
   10   53      0x6469
   1   52      0x6542
   2   52      0x668D
   2   51      0x67D8
   1   51      0x688C
   10   50      0x6850
   11   50      0x67AD
   10   49      0x6777
   1   49      0x680B
   2   48      0x6903
   3   48      0x6A3F
   3   47      0x6B7B
   3   47      0x6C9A
   0   46      0x6CC3
   0   46      0x6CE8
   10   45      0x6CC3
   0   45      0x6CE5
   1   44      0x6D4B
   3   44      0x6E21
   6   43      0x6FB1
   8   43      0x718E
   9   47      0x73A3
   6   47      0x75B9
   6   46      0x77CF
   6   46      0x79B4
   5   45      0x7B4E
   6   45      0x7D08
   6   44      0x7EC2
   7   44      0x808F
   8   46      0x829B
   6   46      0x8480
   6   45      0x8665
   3   45      0x8753
   2   44      0x87FD
   0   44      0x881B
   1   43      0x8876
   1   43      0x88CA
   1   42      0x891E
   3   42      0x89D0
   4   41      0x8AB5
   3   41      0x8B56
   1   40      0x8B9B
   1   40      0x8BDA
   10   39      0x8BC5
   11   39      0x8B8C
   10   38      0x8B79
   11   38      0x8B46
   10   37      0x8B35
   11   37      0x8B07
   10   36      0x8AF8
   13   36      0x8A95
   16   35      0x89DB
   18   35      0x88FD
   1a   41      0x87EB
   16   41      0x86BF
   16   40      0x8593
   15   40      0x84AC
   12   39      0x8443
   11   39      0x840A
   0   38      0x841D
   0   38      0x842E
   0   37      0x843F
   0   37      0x844E
   11   36      0x8420
   10   36      0x8412
   2   35      0x8459
   3   35      0x84B4
   6   34      0x855D
   6   34      0x85F6
   9   38      0x86D6
   6   38      0x87B7
   4   37      0x8853
   2   37      0x88A1
   1   36      0x88CF
   10   36      0x88C1
   0   35      0x88CF
   2   35      0x8910
   6   34      0x89B9
   9   34      0x8A99
   c   44      0x8BC1
   3   44      0x8C97
   1   43      0x8CF2
   0   43      0x8D0E
   11   42      0x8CBA
   12   42      0x8C3B
   12   41      0x8BBC
   13   41      0x8B1B
   12   40      0x8AA8
   12   40      0x8A3F
   12   39      0x89D6
   14   39      0x892A
   15   38      0x8858
   17   38      0x8755
   19   42      0x860B
   16   42      0x84C0
   17   41      0x8342
   15   41      0x8244
   16   40      0x8118
   16   40      0x8007
   18   42      0x7EA1
   18   42      0x7CF0
   1b   50      0x7AA6
   16   50      0x77DF
   17   49      0x74AB
   19   49      0x70FB
   19   53      0x6D4B
   15   53      0x6A2B
   13   52      0x682F
   12   52      0x66E4
   10   51      0x66A2
   0   51      0x66DE
   0   50      0x671A
   10   50      0x66E4
   11   49      0x6641
   10   49      0x6610
   10   48      0x65DF
   1   48      0x6666
   3   47      0x67A2
   4   47      0x6914
   3   46      0x6A33
   2   46      0x6AED
   1   45      0x6B5C
   10   45      0x6B3A
   11   44      0x6AD4
   0   44      0x6AF2
   1   43      0x6B4D
   3   43      0x6C11
   6   42      0x6D7D
   8   42      0x6F2E
   8   44      0x70DF
   8   44      0x72EB
   7   43      0x74B8
   8   43      0x7695
   8   45      0x7872
   7   45      0x7A70
   6   44      0x7C2A
   8   44      0x7E36
   9   48      0x807F
   5   48      0x8270
   5   47      0x8461
   3   47      0x8580
   2   46      0x864D
   1   46      0x86BC
   1   45      0x872B
   2   45      0x87D5
   3   44      0x88C3
   4   44      0x89D8
   5   43      0x8B2A
   4   43      0x8C26
   2   42      0x8CB2
   1   42      0x8CFE
   1   41      0x8D4A
   1   41      0x8D8F
   1   40      0x8DD4
   2   40      0x8E3D
   1   39      0x8E7C
   0   39      0x8E8F
   10   38      0x8E7C
   14   38      0x8DE0
   16   37      0x8CFF
   18   37      0x8BF3
   1a   43      0x8AA8
   15   43      0x8974
   13   42      0x88B0
   13   42      0x87FE
   11   41      0x87B2
   10   41      0x879B
   0   40      0x87B2
   0   40      0x87C7
   10   39      0x87B2
   10   39      0x879F
   12   38      0x8740
   10   38      0x872F
   10   37      0x871E
   2   37      0x876C
   2   36      0x87BA
   2   36      0x8801
   1   35      0x882B
   1   35      0x8852
   0   34      0x885F
   2   34      0x8899
   2   33      0x88D3
   4   33      0x8933
   4   32      0x8993
   6   32      0x8A11
   6   31      0x8A8F
   8   31      0x8B26
   5   30      0x8B86
   3   30      0x8BBE
   1   29      0x8BD6
   11   29      0x8BC1
   15   28      0x8B71
   17   28      0x8B0F
   18   30      0x8A9E
   17   30      0x8A25
   17   29      0x89AC
   18   29      0x892F
   1c   39      0x8877
   15   39      0x87A5
   16   38      0x86AD
 
Initial pcm(0x85C0) Step = (38) /cnt=150 / FF 7A 78 C9 66 FF AA 67 68 25 3F 11 11 00 31 40 44 14 11 10 00 52 B7 75 76 00 77 87 55 55 00 54 66 66 45 80 44 34 13 10 FF 73 98 55 13 3C 00 10 10 20 08 21 01 10 52 80 74 A7 34 02 FF 52 76 98 97 FF 77 99 65 86 FF A8 77 BA 44 FF 23 11 11 01 00 10 11 01 00 01 00 32 64 87 00 67 88 67 66 00 44 75 88 76 00 56 45 44 34 FC 01 42 65 36 F1 12 31 00 32 F3 10 10 20 31 81 21 74 69 03 FF 85 BB 56 65 FF 96 88 A8 76 FF 87 86 98 77 FF 68 24 12 12 03 12 10 21 22
;ADPCM5   Step  PcmCode
  1a   38      0x8453
   17   37      0x8350
   18   37      0x8244
   17   36      0x8159
   19   36      0x8049
   1c   46      0x7EE2
   16   46      0x7CFD
   16   45      0x7B18
   1a   45      0x784E
   1a   51      0x7584
   17   51      0x71FF
   16   50      0x6EF2
   18   50      0x6B50
   16   49      0x6889
   15   49      0x6667
   12   48      0x656F
   11   48      0x64E8
   11   47      0x6461
   11   47      0x63E6
   11   46      0x636B
   10   46      0x6346
   10   45      0x6321
   1   45      0x6387
   3   44      0x6475
   4   44      0x658A
   4   43      0x669F
   4   43      0x679B
   1   42      0x67EF
   1   42      0x683B
   1   41      0x6887
   10   41      0x6870
   1   40      0x68B5
   2   40      0x691E
   5   39      0x6A05
   7   39      0x6B23
   b   47      0x6CDB
   5   47      0x6E9F
   7   46      0x7107
   6   46      0x72EC
   7   45      0x751B
   7   45      0x7719
   7   44      0x7917
   7   44      0x7AE4
   8   46      0x7CF0
   5   46      0x7E8A
   5   45      0x8024
   5   45      0x819A
   5   44      0x8310
   4   44      0x8425
   5   43      0x8577
   6   43      0x86E3
   6   42      0x884F
   6   42      0x899A
   6   41      0x8AE5
   5   41      0x8BE3
   4   40      0x8CB3
   4   40      0x8D70
   4   39      0x8E2D
   4   39      0x8ED9
   3   38      0x8F5E
   3   38      0x8FD6
   1   37      0x9009
   0   37      0x9018
   11   36      0x8FEA
   13   36      0x8F87
   17   35      0x8EB1
   18   35      0x8DD3
   19   39      0x8CDB
   15   39      0x8C09
   15   38      0x8B37
   13   38      0x8ABF
   11   37      0x8A8C
   0   37      0x8A9B
   0   36      0x8AAA
   10   36      0x8A9C
   11   35      0x8A72
   10   35      0x8A65
   11   34      0x8A3E
   0   34      0x8A49
   2   33      0x8A83
   1   33      0x8AA2
   2   32      0x8AD7
   1   32      0x8AF3
   10   31      0x8AEA
   0   31      0x8AF2
   1   30      0x8B0B
   2   30      0x8B33
   5   29      0x8B8C
   4   29      0x8BCE
   7   28      0x8C3B
   7   28      0x8C9D
   a   34      0x8D28
   4   34      0x8D92
   3   33      0x8DE3
   2   33      0x8E18
   10   32      0x8E0E
   12   32      0x8DDE
   15   31      0x8D74
   16   31      0x8D02
   17   30      0x8C7F
   18   30      0x8BF5
   19   34      0x8B5B
   17   34      0x8AAB
   19   38      0x89CB
   17   38      0x88C8
   17   37      0x87C5
   19   37      0x869A
   19   41      0x856F
   15   41      0x8471
   16   40      0x8345
   16   40      0x8234
   18   42      0x80CE
   18   42      0x7F1D
   1a   48      0x7D06
   17   48      0x7A60
   17   47      0x77BA
   1a   47      0x745B
   1b   55      0x70AA
   14   55      0x6D91
   14   54      0x6A78
   13   54      0x6848
   12   53      0x66B8
   11   53      0x65DF
   11   52      0x6506
   11   52      0x6440
   11   51      0x637A
   11   51      0x62C6
   10   50      0x628A
   0   50      0x62C0
   1   49      0x6363
   1   49      0x63F7
   1   48      0x648B
   1   48      0x6512
   0   47      0x653F
   0   47      0x6568
   0   46      0x6591
   10   46      0x656C
   0   45      0x6591
   2   45      0x663B
   3   44      0x6729
   4   44      0x683E
   6   43      0x69CE
   7   43      0x6B72
   8   45      0x6D4F
   7   45      0x6F4D
   6   44      0x7107
   8   44      0x7313
   8   46      0x751F
   7   46      0x774E
   6   45      0x7933
   6   45      0x7AED
   6   44      0x7CA7
   4   44      0x7DBC
   4   43      0x7ED1
   5   43      0x8005
   7   42      0x81A9
   8   42      0x835A
   8   44      0x850B
   6   44      0x869B
   7   43      0x8868
   6   43      0x89D4
   5   42      0x8B08
   5   42      0x8C20
   4   41      0x8D05
   4   41      0x8DD5
   4   40      0x8EA5
   4   40      0x8F62
   3   39      0x8FF5
   1   39      0x902E
   0   38      0x9041
   12   38      0x8FEB
   14   37      0x8F4F
   15   37      0x8EA3
   16   36      0x8DD7
   16   36      0x8D1D
   13   35      0x8CBA
   12   35      0x8C79
   1   34      0x8CA0
   1   34      0x8CC2
   3   33      0x8D13
   10   33      0x8D09
   10   32      0x8CFF
   12   32      0x8CCF
   13   31      0x8C8C
   10   31      0x8C84
   11   30      0x8C6B
   0   30      0x8C73
   1   29      0x8C8B
   10   29      0x8C84
   12   28      0x8C60
   11   28      0x8C4D
   13   27      0x8C20
   11   27      0x8C0E
   2   26      0x8C2C
   4   26      0x8C5D
   7   25      0x8CAF
   9   25      0x8D0E
   6   24      0x8D4F
   3   24      0x8D6E
   10   23      0x8D6A
   15   23      0x8D3D
   18   25      0x8CF7
   1b   25      0x8C84
   1b   33      0x8C11
   16   33      0x8B86
   15   32      0x8B11
   15   32      0x8AA7
   16   31      0x8A29
   16   31      0x89B7
   19   35      0x890F
   18   35      0x8831
   18   37      0x8753
   18   37      0x8647
   1a   43      0x84FC
   16   43      0x8390
   17   42      0x81EC
   17   42      0x806E
   18   44      0x7EBD
   16   44      0x7D2D
   18   46      0x7B21
   18   46      0x78A6
   19   50      0x75E1
   17   50      0x72AD
   17   49      0x6F79
   18   49      0x6C2C
   16   48      0x69A6
   14   48      0x680F
   12   47      0x672D
   12   47      0x6660
   11   46      0x65E5
   12   46      0x652B
   11   45      0x64BC
   12   45      0x6412
   11   44      0x63AC
   0   44      0x63CA
   1   43      0x6425
   1   43      0x6479
   2   42      0x6505
   2   42      0x6584
   2   41      0x6603
 
Initial pcm(0x6640) Step = (41) /cnt=150 / 00 10 23 86 B9 00 55 45 45 56 00 66 66 76 76 00 78 77 77 44 FC 22 11 43 33 FF 13 11 53 97 FF 45 12 32 54 CF 44 00 00 65 FF EC 44 45 44 FF 55 77 A9 77 FF 99 97 97 55 FF 24 12 10 10 00 10 11 22 22 00 21 22 75 DB 00 34 34 34 44 00 44 44 45 65 00 65 65 45 32 FC 01 10 21 32 FF 42 44 45 76 FF 77 78 69 87 FF 68 77 89 A7 FF 65 88 67 66 FF 77 BA 55 56 FF 87 77 AA 45 FF 34 12 01 00 00 11 33 44 46 00 65 86 97 87 00 66 76 77 87 00 56 56 56 87 00 55 45 24 22
;ADPCM5   Step  PcmCode
  0   41      0x6657
   1   40      0x669C
   3   40      0x672F
   2   39      0x6798
   6   39      0x6890
   8   41      0x69D6
   9   41      0x6B8E
   b   49      0x6DA2
   5   49      0x6FC4
   5   48      0x71E6
   5   48      0x73D7
   4   47      0x756E
   5   47      0x7732
   4   46      0x78A4
   6   46      0x7A89
   5   45      0x7C23
   6   45      0x7DDD
   6   44      0x7F97
   6   44      0x8127
   6   43      0x82B7
   6   43      0x8423
   7   42      0x85C7
   6   42      0x8712
   7   41      0x8890
   8   41      0x8A1A
   7   40      0x8B74
   7   40      0x8CAF
   7   39      0x8DEA
   7   39      0x8F08
   7   38      0x9026
   4   38      0x90C2
   4   37      0x915E
   2   37      0x91AC
   2   36      0x91FA
   11   36      0x91D0
   11   35      0x91A6
   13   35      0x914B
   14   34      0x90D6
   13   34      0x9085
   13   33      0x9034
   13   33      0x8FEA
   11   32      0x8FCB
   11   32      0x8FAF
   11   31      0x8F93
   13   31      0x8F57
   15   30      0x8EF7
   17   30      0x8E7E
   19   34      0x8DE4
   15   34      0x8D63
   14   33      0x8CF9
   12   33      0x8CC4
   11   32      0x8CA5
   12   32      0x8C75
   13   31      0x8C32
   14   31      0x8BE3
   15   30      0x8B83
   14   30      0x8B3A
   14   29      0x8AF1
   10   29      0x8AEA
   10   28      0x8AE3
   0   28      0x8AE9
   0   27      0x8AEF
   15   27      0x8AAD
   16   26      0x8A5F
   1c   26      0x89D6
   1e   40      0x8937
   14   40      0x887A
   14   39      0x87BD
   15   39      0x86EB
   14   38      0x863F
   14   38      0x85A3
   14   37      0x8507
   15   37      0x845B
   15   36      0x83AF
   17   36      0x82D9
   17   35      0x8203
   19   35      0x810B
   1a   41      0x7FF9
   17   41      0x7E9F
   17   40      0x7D45
   19   40      0x7BB5
   19   44      0x7A25
   17   44      0x7858
   19   48      0x760F
   17   48      0x7369
   19   52      0x700E
   15   52      0x6D36
   15   51      0x6A5E
   14   51      0x6841
   12   50      0x6715
   12   50      0x6604
   11   49      0x6561
   10   49      0x6530
   11   48      0x649C
   10   48      0x646F
   11   47      0x63E8
   0   47      0x6411
   1   46      0x648C
   1   46      0x64FB
   1   45      0x656A
   2   45      0x6614
   2   44      0x66BE
   2   44      0x6757
   2   43      0x67F0
   1   43      0x6844
   2   42      0x68D0
   2   42      0x694F
   2   41      0x69CE
   5   41      0x6ACC
   7   40      0x6C26
   b   40      0x6E0A
   d   52      0x7042
   4   52      0x7296
   3   51      0x7465
   4   51      0x7682
   3   50      0x7826
   4   50      0x7A12
   3   49      0x7B90
   4   49      0x7D4F
   4   48      0x7F0E
   4   48      0x80A5
   4   47      0x823C
   4   47      0x83AE
   4   46      0x8520
   5   46      0x86BA
   4   45      0x880A
   5   45      0x8980
   6   44      0x8B3A
   5   44      0x8C8C
   6   43      0x8E1C
   5   43      0x8F50
   6   42      0x90BC
   5   42      0x91D4
   4   41      0x92B9
   2   41      0x932C
   3   40      0x93CD
   1   40      0x940C
   0   39      0x9421
   10   39      0x940E
   11   38      0x93D5
   11   38      0x93A2
   12   37      0x934C
   12   37      0x92FE
   13   36      0x9291
   12   36      0x924A
   14   35      0x91C9
   14   35      0x9154
   14   34      0x90DF
   15   34      0x905E
   14   33      0x8FF4
   16   33      0x8F69
   17   32      0x8EC9
   17   32      0x8E38
   17   31      0x8DA7
   18   31      0x8D10
   17   30      0x8C8D
   19   30      0x8BF3
   16   29      0x8B8A
   17   29      0x8B1D
   18   31      0x8AA0
   18   31      0x8A09
   16   30      0x8997
   17   30      0x891E
   17   29      0x88A5
   19   29      0x881A
   18   31      0x879D
   17   31      0x871A
   1a   37      0x8660
   15   37      0x85B4
   16   36      0x84E8
   18   36      0x83F4
   18   38      0x8300
   17   38      0x81FD
   16   37      0x811C
   16   37      0x8050
   16   36      0x7F84
   17   36      0x7EAE
   17   35      0x7DD8
   1a   35      0x7CC6
   1b   43      0x7B9A
   15   43      0x7A66
   15   42      0x7932
   16   42      0x77E7
   15   41      0x76CF
   17   41      0x7575
   18   43      0x73EB
   17   43      0x7247
   17   42      0x70A3
   1a   42      0x6E8C
   1a   48      0x6C75
   15   48      0x6A84
   14   47      0x68ED
   14   47      0x677B
   13   46      0x665C
   12   46      0x65A2
   11   45      0x6533
   11   45      0x64CD
   10   44      0x64AB
   10   44      0x648D
   10   43      0x646F
   1   43      0x64C3
   1   42      0x6517
   3   42      0x65C9
   3   41      0x667B
   4   41      0x674B
   4   40      0x681B
   6   40      0x692C
   4   39      0x69E9
   5   39      0x6ABB
   6   38      0x6BB3
   6   38      0x6C94
   8   40      0x6DBC
   7   40      0x6EF7
   9   44      0x7087
   7   44      0x7254
   8   46      0x7460
   6   46      0x7645
   6   45      0x782A
   6   45      0x79E4
   7   44      0x7BE2
   7   44      0x7DAF
   7   43      0x7F7C
   7   43      0x8120
   8   45      0x82FD
   6   45      0x84B7
   5   44      0x862D
   6   44      0x87BD
   5   43      0x890F
   6   43      0x8A7B
   5   42      0x8BAF
   7   42      0x8D2D
   8   44      0x8EDE
   5   44      0x9030
   5   43      0x9182
   5   43      0x92B6
   4   42      0x93B2
   4   42      0x9497
   2   41      0x9516
   2   41      0x9589
   2   40      0x95FC
 
Initial pcm(0x9640) Step = (40) /cnt=150 / FF 11 32 43 54 FF 55 66 87 77 FF 88 67 66 67 FF 88 77 76 88 FF 98 77 77 99 FF 77 A9 45 34 7F 12 12 01 00 00 10 21 22 53 00 75 B9 66 76 00 79 89 67 78 00 88 77 77 66 00 56 45 45 13 FF 20 33 35 44 FF 54 87 A9 65 FF 65 55 66 77 FF 98 66 75 A8 FF 86 87 77 57 FF 56 34 33 12 03 00 10 11 12 00 34 A6 76 89 00 77 78 88 76 00 87 66 77 88 00 76 67 55 34 F0 12 11 00 21 FF 44 76 B9 45 FF 66 77 98 55 FF 56 56 66 77 FF 88 57 76 87 FF 55 57 56 46 1F 24 02 11 43
;ADPCM5   Step  PcmCode
  11   40      0x9601
   11   39      0x95C2
   12   39      0x9563
   13   38      0x94DE
   13   38      0x9466
   14   37      0x93CA
   14   37      0x933D
   15   36      0x9291
   15   36      0x91F4
   15   35      0x9157
   16   35      0x90AE
   16   34      0x9005
   17   34      0x8F55
   18   36      0x8E8C
   17   36      0x8DB6
   17   35      0x8CE0
   18   35      0x8C02
   18   37      0x8B24
   17   37      0x8A39
   16   36      0x896D
   16   36      0x88B3
   16   35      0x87F9
   17   35      0x8736
   16   34      0x868D
   18   34      0x85C4
   18   36      0x84FB
   17   36      0x8425
   17   35      0x834F
   16   35      0x82A6
   17   34      0x81E3
   18   34      0x811A
   18   36      0x8051
   18   36      0x7F5D
   19   40      0x7E4D
   17   40      0x7D12
